"TSP WALL SCHEDULE","","","","","",""
"Model","Family","Type","Length","Area","Volume","Count"
"","","","","","",""
"TSP_CON052","","","","","",""
"TSP_CON052","Basic Wall","Masonary wall 220mm Foundation Perimeter (plaster)","5915","4","0.77","1"
"TSP_CON052","Basic Wall","Masonary wall 220mm Foundation Perimeter (plaster)","6140","4","0.74","1"
"TSP_CON052","Basic Wall","Masonary wall 220mm Foundation Perimeter (plaster)","1640","1","0.21","1"
"TSP_CON052","Basic Wall","Masonary wall 220mm Foundation Perimeter (plaster)","2515","2","0.35","1"
"TSP_CON052","Basic Wall","Masonary wall 220mm Foundation Perimeter (plaster)","1635","1","0.20","1"
"TSP_CON052","Basic Wall","Masonary wall 220mm Foundation Perimeter (plaster)","3375","2","0.45","1"
"TSP_CON052","Basic Wall","Masonary wall 220mm Foundation Perimeter (plaster)","2365","1","0.28","1"
"TSP_CON052","Basic Wall","Masonary wall 220mm Foundation Perimeter (plaster)","6706","4","0.87","1"
"TSP_CON052","Basic Wall","Masonary wall 220mm Foundation Perimeter (plaster)","8250","5","1.14","1"
"TSP_CON052","Basic Wall","Masonary wall 220mm Foundation Perimeter (plaster)","6375","4","0.85","1"
"TSP_CON052","Basic Wall","Masonary wall 220mm Foundation Perimeter (plaster)","4705","3","0.60","1"
"TSP_CON052","Basic Wall","Masonary wall 220mm Foundation Perimeter (plaster)","2480","1","0.33","1"
"TSP_CON052","Basic Wall","Masonary wall 220mm Foundation Perimeter (plaster)","2665","1","0.32","1"
"TSP_CON052","Basic Wall","Masonary wall 220mm Foundation Perimeter (plaster)","","","0.00","1"
"TSP_CON052","Basic Wall","Masonary wall 220mm Foundation Perimeter (plaster)","4211","2","0.52","1"
"TSP_CON052: 15","","","58977","34","7.64","15"
"TSP_EW132","","","","","",""
"TSP_EW132","Basic Wall","Masonary wall 220mm Foundation (No-plaster)","5606","3","0.69","1"
"TSP_EW132","Basic Wall","Masonary wall 220mm Foundation (No-plaster)","3375","2","0.39","1"
"TSP_EW132","Basic Wall","Masonary wall 220mm Foundation (No-plaster)","4366","2","0.51","1"
"TSP_EW132","Basic Wall","Masonary wall 220mm Foundation (No-plaster)","4705","2","0.55","1"
"TSP_EW132","Basic Wall","Masonary wall 220mm Foundation (No-plaster)","4080","2","0.49","1"
"TSP_EW132","Basic Wall","Masonary wall 220mm Foundation (No-plaster)","8250","4","1.02","1"
"TSP_EW132","Basic Wall","Masonary wall 220mm Foundation (No-plaster)","4355","2","0.52","1"
"TSP_EW132","Basic Wall","Masonary wall 220mm Foundation (No-plaster)","5915","3","0.64","1"
"TSP_EW132","Basic Wall","Masonary wall 220mm Foundation (No-plaster)","2275","1","0.29","1"
"TSP_EW132","Basic Wall","Masonary wall 220mm Foundation (No-plaster)","3475","2","0.41","1"
"TSP_EW132: 10","","","46402","23","5.52","10"
"TSP_MAS007","","","","","",""
"TSP_MAS007","Basic Wall","Pool Masonry wall 220mm (plaster)","3130","7","1.59","1"
"TSP_MAS007","Basic Wall","Pool Masonry wall 220mm (plaster)","3130","7","1.59","1"
"TSP_MAS007","Basic Wall","Pool Masonry wall 220mm (plaster)","6161","12","2.80","1"
"TSP_MAS007","Basic Wall","Pool Masonry wall 220mm (plaster)","6161","12","2.80","1"
"TSP_MAS007: 4","","","18582","37","8.79","4"
"TSP_MAS008","","","","","",""
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","2717","5","0.64","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","1050","1","0.18","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","2792","5","0.66","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","4835","12","1.56","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","2750","6","0.75","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","1005","3","0.37","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","1075","3","0.44","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","688","2","0.32","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","2926","8","1.07","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","2585","8","1.03","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","2231","2","0.22","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","1110","1","0.13","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","3140","7","0.90","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","284","0","0.05","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","385","0","0.04","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","1260","0","0.04","1"
